ID,項,馬名,性齢,生産年月,調教師,生産者,セリ取引価格,父,母,母父,馬netkeibaID
7086,,ナインストーンズ,牡3,,,,,,,,2021105576
7087,,ザフラッグ,牡3,,,,,,,,2021104764
7088,,オーシンピーチ,牝3,,,,,,,,2021102545
7089,,ウィッシュドリーム,牡2,,,,,,,,2021106490
7090,,カフジレニウム,牝4,,,,,,,,2021105826
7091,,ナムラオルトロス,牡3,,,,,,,,2021101082
7092,,チェレスタ,牝3,,,,,,,,2021105472
7093,,スズカミエール,牝4,,,,,,,,2021102988
7094,,ゼットメルベーユ,牝3,,,,,,,,2021100197
7095,,ダブルイプシロン,牝3,,,,,,,,2021105832
7096,,スターターン,牡2,,,,,,,,2021104991
7097,,メイプルギャング,牡2,,,,,,,,2021110063
7098,,プルサティーラ,牝5,,,,,,,,2019105128
7099,,ダノンヒューマ,牡3,,,,,,,,2020102936
7100,,ゼットスティール,牡3,,,,,,,,2020100202
7101,,ケイアイアニラ,牡3,,,,,,,,2020104228
7102,,ヴアーサ,牡5,,,,,,,,2018104481
7103,,タイキフォース,牡6,,,,,,,,2018106466
7104,,アスクワンタイム,牡2,,,,,,,,2021102315
7105,,トップオブザロック,牡2,,,,,,,,2021100745
7106,,ランウインディ,牝3,,,,,,,,2021106305
7107,,アナスタシス,牝2,,,,,,,,2021100493
7108,,ランタナヒルズ,牝2,,,,,,,,2021101241
7109,,ジョブックノワ,牝2,,,,,,,,2021103422
7110,,スリーウエーブ,牝2,,,,,,,,2021102990
7111,,アリーエテルネ,牝3,,,,,,,,2021103687
7112,,テイキットイージー,牡2,,,,,,,,2021101088
7113,,アインハーディ,牝3,,,,,,,,2021105044
7114,,ティエルナ,牝3,,,,,,,,2021104714
7115,,ナムラスカー,牡3,,,,,,,,2021106335
7116,,ゴールデンリープ,牝3,,,,,,,,2021105758
7117,,クツワワールド,牝3,,,,,,,,2021104266
7118,,タガノラデツキー,牝3,,,,,,,,2021106556
7119,,シルバーフィズ,牝2,,,,,,,,2021106137
7120,,サブリエ,牝3,,,,,,,,2021100249
7121,,リアソール,牝3,,,,,,,,2021105892
7122,,トランシルヴァニア,セ8,,,,,,,,2017105667
7123,,レッドスパロー,牡5,,,,,,,,2018106078
7124,,モーソンピーク,牡6,,,,,,,,2017105588
7125,,ソルドラード,セ7,,,,,,,,2016104874
7126,,ウインチェレステ,牡5,,,,,,,,2018101630
7127,,アイファーヴァンズ,牡4,,,,,,,,2019106471
7128,,ベッサラビア,セ6,,,,,,,,2017106222
7129,,ミスターブリーズ,牡6,,,,,,,,2019103225
7130,,コロナオペルタ,牡3,,,,,,,,2020104468
7131,,シンゼンワカミヤ,牡2,,,,,,,,2021101167
7132,,イナズマミノル,牡3,,,,,,,,2021104178
7133,,プロミット,セ3,,,,,,,,2021100939
7134,,エルフレスアリー,牝3,,,,,,,,2020101586
7135,,アイファーマオ,牝4,,,,,,,,2019106470
7136,,ヴォランテ,牡5,,,,,,,,2020100593
7137,,レヴィアタン,牡4,,,,,,,,2020100619
7138,,キョウエイディーズ,牝5,,,,,,,,2019106502
7139,,ライクアフラワー,牡3,,,,,,,,2020101992
7140,,クレイプマートル,牝5,,,,,,,,2020106976
7141,,セイウンダイモス,牡5,,,,,,,,2018103997
7142,,ナックブレイブ,牡5,,,,,,,,2020100355
7143,,アイファーベア,牡5,,,,,,,,2018100107
7144,,ビアンケット,牝2,,,,,,,,2021105882
7145,,スグラフィート,牡2,,,,,,,,2021104127
7146,,ホウオウフェイント,牡2,,,,,,,,2021103481
7147,,ブラックバラード,牡2,,,,,,,,2021103267
7148,,ミッチースマイル,牡3,,,,,,,,2021100253
7149,,モデルニスモ,牝3,,,,,,,,2021105158
7150,,ショウナンアムロ,牡2,,,,,,,,2021105184
7151,,キタノソワレ,牝2,,,,,,,,2021106421
7152,,ヒストリアイ,牡2,,,,,,,,2021110062
7153,,ブルスケッタ,牝2,,,,,,,,2021100410
7154,,ラップスター,牡4,,,,,,,,2020110104
7155,,キュピドン,牡4,,,,,,,,2020110065
7156,,イーデンテソーロ,牡3,,,,,,,,2020102384
7157,,バンブトンプロ,牡3,,,,,,,,2020106562
7158,,ホウオウマーメイド,牝4,,,,,,,,2020103894
7159,,ブレーヴトライ,セ5,,,,,,,,2018103862
7160,,サノノウォーリア,牡3,,,,,,,,2020102156
7161,,ヴァナルガンド,牡3,,,,,,,,2020104567
7162,,ライラスター,セ4,,,,,,,,2019105336
7163,,レガレイラ,牝2,,,,,,,,2021105898
7164,,サーマルウインド,牝4,,,,,,,,2019105505
7165,,ケルンピュール,牝2,,,,,,,,2021101752
7166,,ミラノヴェローチェ,牝3,,,,,,,,2021103019
7167,,ニホンピロドーバー,牡2,,,,,,,,2021103843
7168,,レーヌガレット,牝2,,,,,,,,2021101465
7169,,ミヤノキングリー,牡2,,,,,,,,2021102513
7170,,パシオンブロンド,牡3,,,,,,,,2021101716
7171,,ゴルトツィーゲル,牡3,,,,,,,,2021105593
7172,,エイシンソブリン,牡3,,,,,,,,2021102604
7173,,メイショウフウドウ,牡2,,,,,,,,2021104445
7174,,スティルザワン,牡3,,,,,,,,2021100193
7175,,ピエナクレスコ,牡3,,,,,,,,2021101153
7176,,ウフフトルンナ,牝2,,,,,,,,2021101193
7177,,レオテミス,牝2,,,,,,,,2021101576
7178,,バガリーロータス,牝2,,,,,,,,2021101602
7179,,カフジキアッキエレ,牝4,,,,,,,,2020103256
7180,,ファミリーラヴ,牝3,,,,,,,,2020110042
7181,,フォティック,牡5,,,,,,,,2020100271
7182,,ドライグ,牡3,,,,,,,,2020101652
7183,,タガノシャーンス,牝3,,,,,,,,2020105539
7184,,シンプリーオーサム,牡4,,,,,,,,2020100725
7185,,ロゼクラン,牝5,,,,,,,,2018103620
7186,,ミシェラドラータ,牡3,,,,,,,,2020100958
7187,,シロン,牝4,,,,,,,,2019102137
7188,,モンテディオ,牡5,,,,,,,,2018104688
7189,,タイゲン,牡4,,,,,,,,2019105413
7190,,ハギノアレグリアス,牡6,,,,,,,,2017103290
7191,,ダノンマデイラ,牡7,,,,,,,,2018104586
7192,,ケイアイパープル,牡8,,,,,,,,2016100349
7193,,リュクスウォリアー,牡6,,,,,,,,2017100447
7194,,タンドレス,牝3,,,,,,,,2021104593
7195,,アミマネラ,牡3,,,,,,,,2021106712
7196,,スリータイガー,牝2,,,,,,,,2021110074
7197,,ラッキーヤース,牡4,,,,,,,,2021101081
7198,,ジークフリート,牡3,,,,,,,,2021110025
7199,,ピエナブリックス,牝2,,,,,,,,2021101160
7200,,アンタキア,牝2,,,,,,,,2021103830
7201,,クイーンズアームス,牝2,,,,,,,,2021105935
7202,,クリノエイブラハム,牡3,,,,,,,,2020101399
7203,,アコルドエール,セ6,,,,,,,,2017105135
7204,,シャイニーゲール,牡10,,,,,,,,2014101586
7205,,ユキマル,牡4,,,,,,,,2020101174
7206,,ヴィクトリオン,セ6,,,,,,,,2018100923
7207,,ウロボロス,牡3,,,,,,,,2021100628
7208,,アルジャヒリ,牡2,,,,,,,,2021105421
7209,,ラドロテア,牝2,,,,,,,,2021104925
7210,,エンジェリックアイ,牝4,,,,,,,,2020103008
7211,,ウワサノアノコ,牝3,,,,,,,,2020100624
7212,,ハートホイップ,牝6,,,,,,,,2019106179
7213,,ロイヤルダンス,牡5,,,,,,,,2018102394
7214,,タガノリバイバー,牝5,,,,,,,,2018101956
7215,,ニットウライジン,牡3,,,,,,,,2020106779
7216,,トーセンローリエ,牝3,,,,,,,,2020102502
7217,,ファユエン,牝5,,,,,,,,2018104011
7218,,アルスカー,牝3,,,,,,,,2021103334
7219,,ペプチドアサヒ,牡3,,,,,,,,2021101980
7220,,パールホワイトイブ,牡2,,,,,,,,2021101869
7221,,チュウワダイオウ,セ3,,,,,,,,2021102294
7222,,ジーゲル,牡2,,,,,,,,2021104947
7223,,ロジプラヤ,牡2,,,,,,,,2021106104
7224,,カンデラリア,牡2,,,,,,,,2021105099
7225,,ゴールドミラクル,牡2,,,,,,,,2021106877
7226,,アッシュルバニパル,牡2,,,,,,,,2021110128
7227,,フィリップ,牡2,,,,,,,,2021102797
7228,,リプレゼント,牡5,,,,,,,,2020103559
7229,,シャーンゴッセ,牡3,,,,,,,,2020106930
7230,,ショウナンアレス,牡5,,,,,,,,2018105011
7231,,ユティタム,牡3,,,,,,,,2020102891
7232,,ペリエール,牡3,,,,,,,,2020101874
7233,,ローズバルサム,牝3,,,,,,,,2020105625
7234,,マホロバ,牡3,,,,,,,,2020105732
7235,,プレゼンティーア,牝3,,,,,,,,2021102153
7236,,ワンダーアレグリア,牝2,,,,,,,,2021100754
7237,,ピコリーナ,牝3,,,,,,,,2021103521
7238,,ラシャンススウリ,牝3,,,,,,,,2021106590
7239,,タマモオペラ,牝3,,,,,,,,2021103594
7240,,メイショウヘール,牡3,,,,,,,,2021104622
7241,,ビーチハイボール,牡3,,,,,,,,2021100878
7242,,ジュエルドパリ,牡2,,,,,,,,2021104438
7243,,テザリング,牡3,,,,,,,,2021103973
7244,,ダイメイオトヒメ,牝2,,,,,,,,2021102260
7245,,テイエムリベスト,牝2,,,,,,,,2021101944
7246,,ディフェリ,牝2,,,,,,,,2021110093
7247,,ルージュクライト,牝4,,,,,,,,2021103078
7248,,ポッドロゴ,牡2,,,,,,,,2021104873
7249,,ナヴォーナ,牡3,,,,,,,,2020103456
7250,,トンジンチ,牝4,,,,,,,,2020104776
7251,,プロテア,セ3,,,,,,,,2020104206
7252,,ヘヴンズタイム,牡3,,,,,,,,2020105624
7253,,ピエナパイロ,牝3,,,,,,,,2020101335
7254,,ジャスパープリンス,牡8,,,,,,,,2015110073
7255,,サンクフィーユ,牝4,,,,,,,,2019103012
7256,,セブンサミット,牡5,,,,,,,,2018105071
7257,,ショーモン,牡3,,,,,,,,2020103279
7258,,レゾンドゥスリール,セ5,,,,,,,,2018105392
7259,,ルカン,牝3,,,,,,,,2020102563
7260,,マクッテソフィア,牝3,,,,,,,,2021101604
7261,,プロトアステール,牝3,,,,,,,,2021105635
7262,,サンマルエレガンス,牝3,,,,,,,,2021101717
7263,,スカイダンスタイム,牝2,,,,,,,,2021107025
7264,,ペアスリール,牝3,,,,,,,,2021102313
7265,,ルージュロッサ,牝3,,,,,,,,2021102434
7266,,シルバヴール,牝2,,,,,,,,2021100489
7267,,ジーティーロッソ,牝3,,,,,,,,2021110100
7268,,フェーレンベルク,牡3,,,,,,,,2020103875
7269,,シュタイフブリーゼ,牝2,,,,,,,,2021106088
7270,,コスモラミントン,牝2,,,,,,,,2021106781
7271,,オックスブラッド,牝3,,,,,,,,2021102725
7272,,ダノンホダカ,牡3,,,,,,,,2021101016
7273,,レヴォントゥレット,牡3,,,,,,,,2021103717
7274,,フェルンマンボ,牝4,,,,,,,,2019105975
7275,,クリニエールグラス,牝6,,,,,,,,2019103978
7276,,オーシャンズヨリ,牡5,,,,,,,,2019103561
7277,,アドマイヤイル,牡4,,,,,,,,2020103187
7278,,セブンスストリート,牡5,,,,,,,,2020101594
7279,,メレカリキマカ,牡5,,,,,,,,2018104598
7280,,ヴェッキオカズマ,牡4,,,,,,,,2020106404
7281,,アニマルボス,牡2,,,,,,,,2021103439
7282,,マジックモーメント,牡2,,,,,,,,2021100998
7283,,ダブルブラック,牡3,,,,,,,,2021102133
7284,,ノーブルレイン,牝3,,,,,,,,2021109077
7285,,サウザンビースト,牡2,,,,,,,,2021109100
7286,,ライトスタッフ,牝2,,,,,,,,2021100149
7287,,バイデンテソーロ,牡2,,,,,,,,2021104049
7288,,コッレヴェッキオ,牡2,,,,,,,,2021105730
7289,,エイシントルペード,牡3,,,,,,,,2021102603
7290,,カミノカガヤキ,牝2,,,,,,,,2021109068
7291,,マイクロモザイク,牝4,,,,,,,,2020100516
7292,,ハワイアンタイム,セ5,,,,,,,,2020101808
7293,,アサクサヴィーナス,牝3,,,,,,,,2020102741
7294,,フルラインナップ,牡3,,,,,,,,2020104797
7295,,ジェイパームス,牡3,,,,,,,,2020103331
7296,,マイネルトルファン,牡6,,,,,,,,2019100790
7297,,パイロズブリッジ,牝3,,,,,,,,2021101239
7298,,デルマアートマン,セ2,,,,,,,,2021104992
7299,,アミュニション,牡3,,,,,,,,2021104465
7300,,アンナバローズ,牝2,,,,,,,,2021103291
7301,,エリザベスバローズ,牝3,,,,,,,,2021105398
7302,,セロリ,牝2,,,,,,,,2021100612
7303,,センチュリクィーン,牝3,,,,,,,,2021101020
7304,,バトゥーラ,牝3,,,,,,,,2021106686
7305,,エールデュヴァン,牝3,,,,,,,,2021104750
7306,,ミスズオンリーミー,牝3,,,,,,,,2021102986
7307,,プルーヴンウィナー,牝3,,,,,,,,2021104780
7308,,ハルボタン,牝3,,,,,,,,2021104997
7309,,ピンクノハロ,牝3,,,,,,,,2021102648
7310,,ギンレイ,牝3,,,,,,,,2021100910
7311,,ラッキーマーチ,牝3,,,,,,,,2021101740
7312,,マドモアゼルハポン,牝3,,,,,,,,2021100959
7313,,アールアンドビー,牡3,,,,,,,,2021104862
7314,,ヒルノドゴール,牡2,,,,,,,,2021103786
7315,,エマヌエーレ,牡3,,,,,,,,2020103280
7316,,ヴィヴィッシモ,牡5,,,,,,,,2020102637
7317,,マランジュ,牝5,,,,,,,,2020103113
7318,,ハルカナネガイ,牝6,,,,,,,,2019102062
7319,,メイショウクモイ,牡5,,,,,,,,2020106922
7320,,メイショウゲキリン,牡4,,,,,,,,2019104092
7321,,マイネルエニグマ,牡7,,,,,,,,2018102178
7322,,ジュリアバローズ,牝5,,,,,,,,2018105056
7323,,シェルビーズアイ,牡4,,,,,,,,2019102531
7324,,ソウルラッシュ,牡5,,,,,,,,2018100382
7325,,セリフォス,牡4,,,,,,,,2019104462
7326,,エアロロノア,セ7,,,,,,,,2017104685
7327,,メイショウナナクサ,牝3,,,,,,,,2020106913
7328,,アドマイヤレビン,牡5,,,,,,,,2018105333
7329,,マイネルコロンブス,牡6,,,,,,,,2017101915
7330,,プエルトプラタ,牝3,,,,,,,,2021104093
7331,,ベストインクラス,牡5,,,,,,,,2018104420
7332,,パラソル,牝3,,,,,,,,2021103253
7333,,モズテイクオフ,牡3,,,,,,,,2021106031
7334,,ミスターローズ,牡2,,,,,,,,2021106316
7335,,シソチョウ,牝2,,,,,,,,2021102521
7336,,シャトーディフ,牝2,,,,,,,,2021105592
7337,,ワクワクサセテ,牝2,,,,,,,,2021107215
7338,,オリエンタルキング,牡4,,,,,,,,2019100069
7339,,ウインアイオライト,牝5,,,,,,,,2020105203
7340,,サファイア,牝3,,,,,,,,2020103237
7341,,キャストロペペ,牡2,,,,,,,,2021100257
7342,,ドットクルー,牡3,,,,,,,,2020101486
7343,,ゴッドファーザー,牡3,,,,,,,,2020101721
7344,,オメガオリーブ,牝4,,,,,,,,2019105795
7345,,シャンパンコール,牝2,,,,,,,,2021106389
7346,,オーヴェルトゥーレ,牝3,,,,,,,,2021100592
7347,,サンダーボール,牝3,,,,,,,,2021100577
7348,,ヘインズポイント,牡3,,,,,,,,2021105734
7349,,クラウングスタフ,牡2,,,,,,,,2021101256
7350,,アツキヤマト,牡3,,,,,,,,2021103918
7351,,ユキノロンシャン,牡2,,,,,,,,2021104528
7352,,ロジミザイ,牝3,,,,,,,,2021101756
7353,,マリンバンカー,牡2,,,,,,,,2021103129
7354,,ワイノナオミ,牝2,,,,,,,,2021105973
7355,,トゥービートライン,牡4,,,,,,,,2020104973
7356,,エプルシャージュ,牡4,,,,,,,,2020103401
7357,,モルフェブーケ,牝4,,,,,,,,2020100351
7358,,メイプルリッジ,牡4,,,,,,,,2019105523
7359,,モカフラワー,牝4,,,,,,,,2019102220
7360,,インペリアルライン,セ4,,,,,,,,2019104953
7361,,サハラヴァンクール,牡5,,,,,,,,2018101704
7362,,ブレイブハートマン,牡3,,,,,,,,2021102995
7363,,ジュウオウ,牡3,,,,,,,,2021110162
7364,,シンパティカ,牝2,,,,,,,,2021102331
7365,,スピナテイル,牝3,,,,,,,,2021100167
7366,,ジャイロ,牡3,,,,,,,,2021100918
7367,,ニックオブタイム,牡2,,,,,,,,2021101643
7368,,サマーアゲイン,牡2,,,,,,,,2021104669
7369,,ジーティームソウ,牡4,,,,,,,,2021105883
7370,,オールオンフリーク,牝3,,,,,,,,2021104190
7371,,ハワイアンアイコン,牡3,,,,,,,,2021101694
7372,,シスコ,牝2,,,,,,,,2021102978
7373,,ステラマリーナ,牝3,,,,,,,,2021107167
7374,,エニーアース,牝3,,,,,,,,2021102511
7375,,タガノエリザベス,牝5,,,,,,,,2020106035
7376,,コンプラセンシア,牝3,,,,,,,,2020101807
7377,,レイナアレナ,牝4,,,,,,,,2020105046
7378,,メイショウナラシバ,牡5,,,,,,,,2019102886
7379,,ミッキーファイト,牡2,,,,,,,,2021105615
7380,,カッコヨカ,牡5,,,,,,,,2019109159
7381,,ジョーサルーテ,牝2,,,,,,,,2021100521
7382,,パサデナドリーム,牝3,,,,,,,,2021101987
7383,,イッツマイトリート,牝3,,,,,,,,2021102358
7384,,ノブアンドホワイト,牝2,,,,,,,,2021103785
7385,,ジャンル,牝2,,,,,,,,2021101205
7386,,フェルテラーゾ,牝3,,,,,,,,2021106932
7387,,ジーティーセイント,牡3,,,,,,,,2021102950
7388,,ジョリーロジャー,牡2,,,,,,,,2021105506
7389,,ミヤジレガリア,牝3,,,,,,,,2020100996
7390,,サンマルリアン,牝3,,,,,,,,2020101086
7391,,ノースディーバ,牡3,,,,,,,,2020105298
7392,,カツノテンス,牡4,,,,,,,,2020105525
7393,,プリティユニバンス,牝6,,,,,,,,2017104215
7394,,メイトースイ,牡3,,,,,,,,2020100931
7395,,ハイラブハンター,牡5,,,,,,,,2018103195
7396,,キングロコマイカイ,牡4,,,,,,,,2019103829
7397,,セイウンハルカニ,牡4,,,,,,,,2019100938
7398,,レッドヒルシューズ,牝3,,,,,,,,2020101897
7399,,プレジールミノル,牡5,,,,,,,,2018104322
7400,,バオバブスピリット,牝4,,,,,,,,2019100038
7401,,トゥデイイズザデイ,牡6,,,,,,,,2019100628
7402,,ゲツレンカ,牝5,,,,,,,,2018102294
7403,,ラッキーアメリカン,牝3,,,,,,,,2021101698
7404,,クレイジーディス,牡2,,,,,,,,2021102522
7405,,オレンジブルボン,牡3,,,,,,,,2021102655
7406,,ヒラボクワン,牡3,,,,,,,,2021102666
7407,,エクラメテオール,牡3,,,,,,,,2021103492
7408,,ダイユウヒンギス,牝3,,,,,,,,2021102015
7409,,トップエリア,牡2,,,,,,,,2021106901
7410,,フォティーゾ,牡4,,,,,,,,2021105083
7411,,モディリアーニ,牝3,,,,,,,,2021105346
7412,,レッドレフィナード,牡2,,,,,,,,2021104802
7413,,ステラヴェルデ,牝2,,,,,,,,2021109085
7414,,ヴェンチュラムーン,牡3,,,,,,,,2020105951
7415,,イングランドアイズ,牝3,,,,,,,,2020110085
7416,,グラニットピーク,セ5,,,,,,,,2020103507
7417,,ロードカテドラル,牡4,,,,,,,,2019103014
7418,,ファベル,牡5,,,,,,,,2019106821
7419,,メイショウフンジン,牡6,,,,,,,,2018106571
7420,,ダノンラスター,セ7,,,,,,,,2016105206
7421,,テンカハル,牡5,,,,,,,,2018105088
7422,,バジオウ,牡5,,,,,,,,2018104756
7423,,ヤマニンラベーラ,牝3,,,,,,,,2021106607
7424,,スリーモーメント,牡3,,,,,,,,2021100232
7425,,アキノサザン,牡3,,,,,,,,2021102517
7426,,ヤマカツピーチ,牝3,,,,,,,,2021104429
7427,,ヘップバーン,牝3,,,,,,,,2021103729
7428,,モズセブンキー,牝3,,,,,,,,2021100022
7429,,モズミツボシ,牡4,,,,,,,,2019103718
7430,,イトカワサクラ,牝4,,,,,,,,2020100446
7431,,ティルドーン,牡3,,,,,,,,2020110132
7432,,バイス,セ5,,,,,,,,2018101590
7433,,シャークスポット,牡5,,,,,,,,2018100141
7434,,タンジェントアーク,セ5,,,,,,,,2018100752
7435,,アドマイヤアルバ,セ8,,,,,,,,2015104713
7436,,ランスロット,牡3,,,,,,,,2021100901
7437,,ヨシノアカツキ,牝3,,,,,,,,2021104515
7438,,ドローンシマス,牡3,,,,,,,,2021103838
7439,,エクイティ,牝3,,,,,,,,2021100965
7440,,プレシャスソウル,牡6,,,,,,,,2019106369
7441,,ザブライド,牝2,,,,,,,,2021104905
7442,,ウーロン,牝2,,,,,,,,2021101649
7443,,ホウオウダイアン,牝2,,,,,,,,2021105988
7444,,ラロマネ,牝3,,,,,,,,2021106578
7445,,ブールアンブレス,牝3,,,,,,,,2021105745
7446,,ピケアラベスク,牝3,,,,,,,,2021105291
7447,,ダノンホイットニー,牝2,,,,,,,,2021105639
7448,,ペプチドシュジャク,牡3,,,,,,,,2021102733
7449,,コスモロイロ,牡2,,,,,,,,2021106796
7450,,キイロノトマト,牝3,,,,,,,,2020106156
7451,,アイファーグローブ,牡6,,,,,,,,2019101330
7452,,ショーケン,セ5,,,,,,,,2020103997
7453,,イエスウィズキャン,牡5,,,,,,,,2020100472
7454,,ピコサン,牡2,,,,,,,,2021101730
7455,,ウインクリエ,牡4,,,,,,,,2020100178
7456,,シンドバッド,牡5,,,,,,,,2020106691
7457,,クインズコスモス,牝4,,,,,,,,2019106707
7458,,ユイノダンディズム,牡5,,,,,,,,2018109046
7459,,メイプルリーフラグ,牝3,,,,,,,,2020103527
7460,,レッドカメリア,牝5,,,,,,,,2020100084
7461,,レッツダンス,牝3,,,,,,,,2021101315
7462,,ロジカルワーズ,牡4,,,,,,,,2021110020
7463,,インクルージョン,牡2,,,,,,,,2021105403
7464,,ピークカラー,牝2,,,,,,,,2021102989
7465,,エイシンボンバー,牡3,,,,,,,,2021103632
7466,,ドリーミンマン,牡3,,,,,,,,2021105353
7467,,ヘルス,牡3,,,,,,,,2021105798
7468,,トルーマンテソーロ,牡4,,,,,,,,2019102082
7469,,ダノンゴーイチ,牡4,,,,,,,,2020103121
7470,,インザストーン,牡4,,,,,,,,2020105489
7471,,メイケイバートン,牡4,,,,,,,,2019104818
7472,,ワーフデール,牝4,,,,,,,,2019105445
7473,,ピコアーガイル,牡4,,,,,,,,2021110165
7474,,チュウワスペル,牝3,,,,,,,,2021107181
7475,,ミヤジテン,牝2,,,,,,,,2021102531
7476,,ダンツアバロン,牡3,,,,,,,,2021104087
7477,,ルペルクス,牡3,,,,,,,,2021103996
7478,,ストレンジャー,牡2,,,,,,,,2021107258
7479,,スマートレガリア,牡3,,,,,,,,2021103921
7480,,バッデレイト,牡4,,,,,,,,2021102728
7481,,シャハザマーン,牡4,,,,,,,,2021105680
7482,,ブレードバローズ,牡3,,,,,,,,2021101405
7483,,カフジオクタゴン,牡5,,,,,,,,2019105656
7484,,オディロン,牡4,,,,,,,,2019102490
7485,,ワールドリバイバル,牡6,,,,,,,,2018100026
7486,,マサハヤニース,牡9,,,,,,,,2015104589
7487,,プレリュードシチー,牡2,,,,,,,,2021103659
7488,,ワンダーキサラ,牝4,,,,,,,,2019102458
7489,,サイキョウサイコウ,牝2,,,,,,,,2021100881
7490,,スリスリマスリ,牝2,,,,,,,,2021104187
7491,,エターナリー,牡6,,,,,,,,2017105027
7492,,コレギウム,牡2,,,,,,,,2021106616
7493,,シゲルオトヒメ,牝4,,,,,,,,2019102986
7494,,サトノヴィレ,牡3,,,,,,,,2020104753
7495,,ウイングランブルー,牡4,,,,,,,,2020105211
7496,,レーベンスティール,牡5,,,,,,,,2020102078
7497,,ヴァンケドミンゴ,牡7,,,,,,,,2016100272
7498,,ハルクバローズ,牡3,,,,,,,,2020104663
7499,,イロハニオエ,牝4,,,,,,,,2019100354
7500,,チョコレートミルク,牡4,,,,,,,,2019103960
7501,,アルプスオジョー,牝2,,,,,,,,2021100540
7502,,グエムル,牡2,,,,,,,,2021105966
7503,,ノーブルニードル,牡3,,,,,,,,2021104382
7504,,ナンヨーシュート,牡3,,,,,,,,2021103693
7505,,アンリトゥンルール,牡3,,,,,,,,2021101668
7506,,ドウアドバンテージ,牡3,,,,,,,,2021105050
7507,,ショウキンカセギ,牡2,,,,,,,,2021101968
7508,,ネイチャーセラピー,セ5,,,,,,,,2019105436
7509,,サハラ,牡5,,,,,,,,2019101646
7510,,アオイコウキ,牡5,,,,,,,,2020101866
7511,,ピンキープロミス,牡3,,,,,,,,2020106475
7512,,レッドロワ,牡5,,,,,,,,2018105711
7513,,ゼウスバイオ,牡6,,,,,,,,2019101964
7514,,モナルヒ,牡6,,,,,,,,2019100723
7515,,カシノブレンド,セ7,,,,,,,,2016100297
7516,,ゴンバデカーブース,牡2,,,,,,,,2021104825
7517,,ポンヌフ,牝3,,,,,,,,2021110141
7518,,ガーデンオブエデン,牝2,,,,,,,,2021103524
7519,,キャンドルマス,牡4,,,,,,,,2021101624
7520,,ボックスオフィス,牡4,,,,,,,,2021101691
7521,,ブリザードベアー,牡2,,,,,,,,2021100406
7522,,サリータ,牡3,,,,,,,,2021102739
7523,,イルミネーター,牡6,,,,,,,,2017105895
7524,,アスコルターレ,牡5,,,,,,,,2018104885
7525,,レッドダンルース,牡5,,,,,,,,2020103189
7526,,ルージュシェノン,牝4,,,,,,,,2019105541
7527,,ルスディヴィナ,牝3,,,,,,,,2021104771
7528,,コミタス,牝2,,,,,,,,2021107199
7529,,フッカツノコロアイ,牝2,,,,,,,,2021103517
7530,,キタノローマン,牝3,,,,,,,,2021102873
7531,,ディクスミュード,牝3,,,,,,,,2021107045
7532,,タイセイビクトリア,牝2,,,,,,,,2021100230
7533,,グランテレーズ,牝2,,,,,,,,2021102401
7534,,グレンノアラシ,牡3,,,,,,,,2021106804
7535,,ローザリサリ,牝3,,,,,,,,2021106560
7536,,ヴァイタルピース,セ4,,,,,,,,2021110079
7537,,コスモオピニオン,牡3,,,,,,,,2020101258
7538,,サフランブライト,牡4,,,,,,,,2019102728
7539,,クープラン,牡5,,,,,,,,2018103762
7540,,ドナヴィーナス,牝2,,,,,,,,2021100782
7541,,ニシノオウジョ,牝2,,,,,,,,2021104050
7542,,ウィステリアリヴァ,牡3,,,,,,,,2020104708
7543,,アマルナ,牝3,,,,,,,,2020110079
7544,,スパーダネーラ,セ7,,,,,,,,2016109087
7545,,ラフォンテーヌ,牝3,,,,,,,,2021102880
7546,,トライデントスピア,牡2,,,,,,,,2021105389
7547,,レッドフェルマータ,セ3,,,,,,,,2021102414
7548,,コスモバタール,牝2,,,,,,,,2021106803
7549,,ネオバラード,牝3,,,,,,,,2021101865
7550,,キタノチェロキー,牝4,,,,,,,,2020105498
7551,,ルージュカルミア,牝4,,,,,,,,2019105305
7552,,ダノンスコーピオン,牡4,,,,,,,,2019103034
7553,,コーパスクリスティ,牡3,,,,,,,,2020103703
7554,,テイエムデンセツ,牡2,,,,,,,,2021102160
7555,,ベストリターナー,牡2,,,,,,,,2021106094
7556,,スラストアウェイ,牡3,,,,,,,,2021109084
7557,,プライムブルー,牡3,,,,,,,,2021103558
7558,,ブラストバローズ,牡3,,,,,,,,2021101393
7559,,ベルファスト,牝2,,,,,,,,2021101414
7560,,プリメイラ,牝3,,,,,,,,2021102400
7561,,メイショウハコブネ,牝3,,,,,,,,2021102564
7562,,ハルメネス,牝3,,,,,,,,2021103059
7563,,シークレットレーン,牝3,,,,,,,,2021104996
7564,,ボルネオ,セ3,,,,,,,,2020104375
7565,,メイショウオグマ,牡5,,,,,,,,2019104261
7566,,メイショウアツイタ,牡7,,,,,,,,2018105731
7567,,フユソウビ,牡2,,,,,,,,2021104496
7568,,ジャスパーグレイト,牡5,,,,,,,,2019110088
7569,,ラフストリーム,牡5,,,,,,,,2018104959
7570,,グランスピード,セ7,,,,,,,,2017105403
7571,,フームスムート,牡6,,,,,,,,2017104238
7572,,ジョヴィアン,牡3,,,,,,,,2020110127
7573,,アンサーパスト,セ3,,,,,,,,2021101085
